,listing_id,name,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating
1717,619142, Getaway in Historic Charlestown,42.37807869,-71.06343261,Apartment,2,1.0,1.0,1.0,95.0
1718,93505,Spacious Victorian 2br+ apartment,42.37757885,-71.06376412,Apartment,4,1.0,2.0,2.0,94.0
1719,3721095,"Unique 3 Bed, 2 Bath Apartment ",42.38134841,-71.06190761,Apartment,6,2.0,3.0,3.0,99.0
1720,44205,Elegance at Salem Street Court,42.37655111,-71.06676906,House,2,1.0,1.0,1.0,99.0
1721,4402259,Large Studio w/ private patio!,42.37767807,-71.06480029,Apartment,2,1.0,0.0,2.0,93.0
1722,1223050,The Little Room,42.37502381,-71.05921093,House,1,1.0,1.0,1.0,96.0
1723,189965,"Lovely, luxurious space 3rd floor .",42.37567506,-71.06080415,House,2,1.0,1.0,1.0,95.0
1724,6268805,Charlestown Penthouse w/Private Rooftop Views,42.37653226,-71.06157887,Apartment,4,1.0,1.0,1.0,97.0
1726,14296152,Comfortable room near Subway 14-3b,42.3837493,-71.07723139,House,1,1.0,1.0,1.0,80.0
1728,13163259,1 br / 1 ba in the heart of Charlestown,42.37543954,-71.06413643,Apartment,3,1.0,1.0,1.0,80.0
1733,5726250,Historic 3+br in Heart of Boston,42.37994635,-71.06223271,House,6,4.0,4.0,5.0,100.0
1735,5481243,Private room in Boston Luxury Apt,42.37649512,-71.05172461,Condominium,1,1.0,1.0,1.0,93.0
1737,13655073,Monument House Furnished Apartment M466,42.37423371,-71.06215495,Apartment,4,1.0,1.0,2.0,100.0
1738,2810123,"Hassle-Free, 2-Bd Charlestown Condo",42.38037692,-71.06232447,Apartment,4,1.0,2.0,3.0,100.0
1740,13032590,3 bedroom apartment next to T stop,42.38269276,-71.07809994,Apartment,6,1.0,3.0,3.0,96.0
1741,2660908,$99 Historic Charm Walk to Subway,42.38226806,-71.06583594,Apartment,4,1.0,1.0,1.0,95.0
1744,2167993,Boston Waterfront Navy Yard Condo,42.37638503,-71.05136255,Apartment,2,1.0,1.0,1.0,99.0
1745,14013583,The Rainbow Room,42.37328253,-71.05815174,House,1,1.0,1.0,1.0,100.0
1746,13063952,3 min to T stop-Boston/Somervillle,42.38270478,-71.07877178,Apartment,2,1.0,1.0,1.0,93.0
1747,6886946,"Sunny, Top Floor 2BR with Views",42.38364153,-71.06878727,Condominium,4,1.0,2.0,2.0,96.0
1748,6378076,Cozy 1 Bed in Historic Charlestown,42.38041052,-71.06245272,Condominium,3,1.0,1.0,1.0,90.0
1750,6690605,Renovated Boston Apartment,42.37813619,-71.06328693,Apartment,4,1.0,1.0,2.0,90.0
1751,5592866,Charming 1 BR in Historic Boston,42.38329857,-71.06858152,Apartment,2,1.0,1.0,1.0,100.0
1752,8442940,Sunny house in historic district,42.37867758,-71.0633834,House,3,1.0,1.0,2.0,97.0
1753,708802,Boston / Charlestown Apartment,42.37754964,-71.06280467,Apartment,4,1.0,1.0,2.0,98.0
1754,1658983,Walk Downtown! Freedom Trail Studio,42.37785542,-71.06279709,Apartment,3,1.0,1.0,1.0,96.0
1755,6000531,1 BR Brownstone Freedom Trail,42.37415675,-71.06202513,Apartment,3,1.0,1.0,2.0,100.0
1756,13586128,Charlestown Penthouse 3 bedroom/ 2 baths,42.37465423,-71.05771054,Apartment,6,2.0,3.0,3.0,100.0
1757,9900315,Uncommon Place (free parking!),42.37394925,-71.06128123,Apartment,4,1.0,1.0,1.0,91.0
1758,11521541,Historic and Charming Brownstone!!,42.38195179,-71.06866985,House,8,3.0,3.0,4.0,90.0
1759,13045194,City apartment on the freedom trail,42.37158247,-71.06047509,Apartment,5,1.0,2.0,3.0,92.0
1760,8189821,Extra Bedroom in Charlestown Apt,42.37588283,-71.05973715,Apartment,2,1.0,1.0,1.0,100.0
1761,1445064,Sunny Quaint Bedroom in Condo,42.37963303,-71.06191588,Condominium,1,1.0,1.0,1.0,95.0
1762,13585624,Historic Charlestown 2 bedroom,42.37499915,-71.05777501,Apartment,4,1.0,2.0,2.0,87.0
1765,5076880,Spacious 2 bedroom in Historical Charlestown,42.37350982,-71.06314575,Apartment,3,1.0,2.0,2.0,98.0
1766,12356962,Upscale 1 bedroom Apartment,42.38302343,-71.07122357,Apartment,4,1.0,1.0,1.0,96.0
1767,12372052,3 min to subway T stop-Orange Line,42.38323056,-71.07732678,Apartment,4,1.0,2.0,2.0,95.0
1768,13830152,Room in a house 3 min to T stop-10 min to downtown,42.38390708,-71.07878596,Apartment,2,1.0,1.0,1.0,96.0
1769,5719606,Stunning 2-Bed/2-Bath Townhouse in Historic Area,42.3745555,-71.05977738,Apartment,3,2.0,2.0,2.0,100.0
1770,182613,Clean 3 Beds apt Charlestown Boston,42.37738703,-71.0604352,Apartment,8,1.0,2.0,3.0,92.0
1771,5620496,Beautiful City Rental,42.37816268,-71.06755657,Condominium,4,1.0,2.0,3.0,98.0
1772,82637,Nautical Room: Bunker Hill B&B,42.3783338,-71.06181846,Bed & Breakfast,2,1.0,1.0,1.0,80.0
1773,3820516,Silk Road Room ,42.37643549,-71.06535119,Bed & Breakfast,2,1.0,1.0,1.0,100.0
1775,13371105,"14 min to Harvard, MIT, Downtown Crossing and MGH",42.38214292,-71.08064408,Apartment,2,1.5,1.0,1.0,40.0
1777,7321217,Charlestown Penthouse w/ roof deck,42.38154089,-71.07023648,Apartment,2,1.0,1.0,1.0,98.0
1778,1102623,Penthouse Bedroom on Freedom Trail,42.37475773,-71.05941798,Apartment,2,1.0,1.0,1.0,95.0
1779,7472068,Beautiful Bunker Hill 2 BD,42.37824827,-71.06198814,Apartment,8,1.0,2.0,4.0,89.0
1780,7053454,Basement apartment in Charlestown,42.38005488,-71.06324105,House,2,1.0,1.0,1.0,95.0
1781,1755376,[1535-1C] 1BR - West End High Rise,42.36380266,-71.06776691,Apartment,2,1.0,1.0,1.0,90.0
1783,12130434,[1247-2C]Furnished 2BR At The Vesta,42.36429053,-71.06837612,Apartment,4,2.0,2.0,2.0,90.0
1785,979759,"[1798]2BR at Emerson Place, Boston",42.36623458,-71.06784618,Apartment,4,2.0,2.0,2.0,80.0
1787,14404992,"Beautiful view, perfect location!",42.3660401,-71.06971035,Apartment,2,1.0,1.0,1.0,90.0
1788,8696236,Private Room in Downtown Boston MGH,42.36542677,-71.06773018,Condominium,2,1.0,1.0,2.0,94.0
1789,8814479,Beautiful 2BR Downtown Boston! LF2,42.3627073,-71.06547333,Apartment,5,2.0,2.0,3.0,90.0
1790,8191739,BOSTON JUST IN FRONT MGH HOSPITAL,42.36319668,-71.06810432,Apartment,1,1.0,1.0,1.0,91.0
1791,965554,[1535-2C]2BR - West End High Rise,42.36435858,-71.06953391,Apartment,4,1.0,2.0,2.0,100.0
1792,8814039,In The Heart of Boston!! LF3,42.36379199,-71.06400909,Apartment,7,2.0,3.0,4.0,85.0
1793,8813451,Beautiful 3BR Boston Location! LF3,42.36385227,-71.06469886,Apartment,7,2.0,3.0,4.0,94.0
1795,1358531,[1247-2NH]Furnished 2BR At The Vesta,42.36334249,-71.06997794,Apartment,4,2.0,2.0,2.0,93.0
1797,7596262,Furnished Luxury 1BR West End Apt.,42.36502919,-71.06913787,Apartment,3,1.0,1.0,1.0,93.0
1798,8191517,BOSTON - MGH -Beacon Hill- Downtown- great locatio,42.36225166,-71.06804508,Apartment,1,1.0,1.0,1.0,80.0
1799,12088322,Furnished Luxury 2BR at West End,42.36550572,-71.06818136,Apartment,5,2.0,2.0,2.0,80.0
1802,4467841,Lux 2BR Apt Near Waterfront,42.3639001,-71.06997018,Apartment,5,2.0,2.0,3.0,100.0
1803,3931204,Beacon Hill Lux 1BR w/pool & WiFi,42.36404531,-71.06478588,Apartment,3,1.0,1.0,2.0,96.0
1814,25418,[1535-1N] 1BR - West End High Rise,42.36494498,-71.0676682,Apartment,2,1.0,1.0,1.0,95.0
1815,10051842,Luxury West End 2BR Apt.,42.36513193,-71.06975166,Apartment,5,2.0,2.0,2.0,80.0
1818,4610745,Stay in the Heart of Boston,42.361232,-71.07050792,Apartment,2,1.0,0.0,1.0,95.0
1822,6015995,1BR West End Apt. near Restaurants,42.36372539999999,-71.06815872,Apartment,3,1.0,1.0,1.0,75.0
1823,7308623,Beautiful Apartment in Beacon Hill,42.36184586,-71.06834786,Apartment,1,1.0,1.0,1.0,100.0
1824,4489920,"Lux 1BR near Charles St w/pool, gym",42.36340801,-71.0676339,Apartment,3,1.0,1.0,2.0,100.0
1825,2769450,Charlesview Suites Beacon Hill ,42.36342020000001,-71.07108146,Apartment,3,1.0,1.0,2.0,100.0
1826,14467554,West End ❤️ of Boston,42.36354351,-71.06945967,Apartment,4,1.0,2.0,3.0,100.0
1827,1867881,"Lux 2BR near Charles St w/pool, gym",42.36511606,-71.06926305,Apartment,5,2.0,2.0,3.0,90.0
1828,1131634,West End 12th Floor: by Spare Suite,42.36459425,-71.0654831,Apartment,4,1.0,1.0,2.0,98.0
1829,67774,Corner 1 bed facing Golden Dome,42.35866925,-71.06331527,Apartment,3,1.0,1.0,1.0,93.0
1830,8309711,"Comfortable, sunny full 2BR condo",42.36115666,-71.06603416,Condominium,4,1.0,2.0,2.0,94.0
1831,5659866,Spacious Beacon Hill Apt!,42.35781633,-71.06665887,Apartment,4,2.5,2.0,1.0,100.0
1832,1303261,HISTORIC BEACON HILL-ENJOY OUR CAT,42.35880311,-71.06972216,Apartment,2,1.0,1.0,1.0,87.0
1833,6432655,Beautiful Beacon Hill 1 Bedroom,42.36059644,-71.06666051,Apartment,2,1.0,1.0,1.0,91.0
1834,13249829,2990$ / mo. sunny & renovated 2 BDR in Beacon Hill,42.36038188,-71.06780658,Apartment,4,1.0,2.0,2.0,100.0
1835,4900659,Comfortable 1 BR in Beacon Hill,42.36062693,-71.06580134,Apartment,2,1.0,1.0,1.0,91.0
1838,6444148,Chic Beacon Hill One Bed Apt,42.35997591,-71.06678112,Apartment,2,1.0,1.0,1.0,93.0
1839,10311094,Great 3BR 3BA Back Bay Penthouse,42.35687786,-71.07395821,Apartment,8,3.0,3.0,3.0,84.0
1841,14025410,"Beacon Hill private studio, near Charles St.",42.35998238,-71.06812794,Apartment,2,1.0,0.0,1.0,100.0
1842,3377871,COZY 4th fl. historic Beacon Hill,42.36082995,-71.06417988,Apartment,2,2.0,1.0,1.0,82.0
1843,59776,Beacon Hill Bed and Breakfast,42.35770804,-71.07242020000001,Bed & Breakfast,2,1.0,1.0,1.0,80.0
1845,9232355,Perfect Location Beacon Hill Studio,42.358392200000004,-71.06437784,Apartment,2,1.0,0.0,2.0,78.0
1846,11202183,Second Oldest Home in Beacon Hill,42.35772102,-71.06628546,House,3,1.0,0.0,2.0,100.0
1847,4718577,Private Room in Beacon Hill,42.35766203,-71.0706934,Apartment,2,1.0,1.0,1.0,91.0
1848,12648403,Location: Amazing,42.358903399999996,-71.07009065,Apartment,2,1.0,0.0,1.0,91.0
1849,13778731,Beautiful Beacon Hill 1 Bedroom,42.35913966,-71.07109732,Apartment,3,1.0,1.0,1.0,93.0
1850,2126053,"Studio, with kitchen, in owner's Beacon Hill home",42.3567161,-71.0714717,Apartment,2,1.0,0.0,1.0,94.0
1851,5690640,Historic Beacon Hill 1+ BR Apt,42.35841508,-71.06891422,Apartment,2,1.0,1.0,1.0,90.0
1852,2823378,Come & Explore Beacon Hill!! ,42.36080165,-71.06450368,Apartment,1,1.0,1.0,1.0,89.0
1853,13810937,1 Bedroom in Beacon Hill,42.36046972,-71.06954017,Apartment,1,1.0,1.0,1.0,90.0
1854,7633883,New 3 Bed/2 Ba Duplex - Beacon Hill,42.35737821,-71.07135091,Apartment,6,1.5,3.0,3.0,100.0
1855,8732121,"Temple Street By Maverick, Ten",42.36070877,-71.0642183,Apartment,2,1.0,0.0,1.0,100.0
1856,2423613,Quiet top floor of brownstone!,42.36090969,-71.06510424,Apartment,1,1.0,1.0,1.0,72.0
1857,13728510,Complete Renovation! BEACON HILL!!,42.35915095,-71.06681644,Apartment,3,1.0,0.0,1.0,93.0
1858,12493396,One-BR Apt in Heart of Beacon Hill,42.35848075,-71.06947903,Apartment,4,1.0,1.0,1.0,93.0
1859,8052494,One-bedroom Apartment Beacon Hill,42.35833271,-71.06717657,Apartment,2,1.0,1.0,2.0,100.0
1860,7092874,Well lit condo in BeaconHill Boston,42.35569736,-71.07316574,Condominium,4,1.5,2.0,3.0,80.0
1861,13433475,Beacon Hill 2bed2bath BEST LOCATION,42.35849849,-71.06925489,Apartment,8,2.0,2.0,3.0,78.0
1862,2947662,2BR PENTHOUSE W/Deck Boston Center,42.3600071,-71.06661126,Apartment,6,1.0,2.0,2.0,99.0
1863,7911936,"Temple Street By Maverick, One",42.3608364,-71.06412894,Apartment,2,1.0,0.0,1.0,86.0
1864,2754975,Perfect Location to Explore Boston,42.35756838,-71.06366055,Apartment,4,1.0,1.0,2.0,97.0
1866,13138055,Beautiful apt. in the heart of Beacon Hill,42.35847193,-71.06826281,Apartment,2,1.0,1.0,1.0,94.0
1867,7713815,"Temple Street By Maverick, Two",42.35958022,-71.06396674,Apartment,2,1.0,0.0,1.0,100.0
1868,8747720,"1 Bedroom Apt Beacon Hill, Boston",42.35840072,-71.07021794,Apartment,2,1.0,1.0,1.0,100.0
1869,4995033,Modern Beacon Hill 2 Bedroom ,42.35974858,-71.06617818,Apartment,3,1.0,2.0,2.0,99.0
1870,9107357,An Elegant Condo in Beacon Hill,42.35802834,-71.07198029,Condominium,2,1.0,1.0,1.0,93.0
1871,5064995,Beacon Hill Brownstone,42.36078945,-71.06710894,Apartment,2,1.0,2.0,2.0,90.0
1873,10434883,Cedars on Beacon Hill Studio Suite,42.3572179,-71.07050228,Apartment,2,1.0,0.0,1.0,93.0
1874,13121821,Beacon Hill condo w/ outdoor space,42.35997895,-71.064786,Apartment,4,1.0,1.0,2.0,97.0
1875,9844242,Convenient Beacon Hill hideaway,42.36085747,-71.0659436,Apartment,2,1.0,1.0,1.0,96.0
1876,13295184,"BEACON HILL, Steps to MGH, Charles",42.3605456,-71.06911628,Apartment,6,1.0,2.0,3.0,92.0
1877,6763785,Little Room on the Hill,42.36105124,-71.0667853,Apartment,1,1.0,1.0,1.0,88.0
1878,586994,位于比肯山的1卧單位房源,42.35892584,-71.06310909,Apartment,2,1.0,1.0,1.0,89.0
1879,915272,Beacon Hill Sunny Studio,42.35843137,-71.06814575,Apartment,3,1.0,1.0,1.0,85.0
1880,3520353,Luxury Beacon Hill Apartment 1-BR,42.35779932,-71.06303531,Apartment,2,1.0,1.0,1.0,96.0
1881,4978467,Charming Beacon Hill 1+ BR Condo,42.3605729,-71.06548639,Apartment,2,1.0,2.0,1.0,100.0
1882,14742722,Private Guest Room & Private Bath Room,42.35736755,-71.06513533,Apartment,1,1.0,1.0,1.0,100.0
1883,7614517,Beacon Hill Studio w/ patio&parking,42.3603321,-71.06792075,Apartment,2,1.0,0.0,1.0,96.0
1884,12356,"Renovated, State House View",42.35898849,-71.06324696,Condominium,3,1.0,1.0,1.0,93.0
1885,12726343,Beacon Hill,42.35901992,-71.06569715,Apartment,2,1.0,0.0,1.0,100.0
1886,4632511,Historic Beacon Hill Duplex Condo 2 bedroom Queen,42.36114287,-71.06521324,Condominium,4,1.5,2.0,2.0,92.0
1887,8384444,Charming Escape in Beacon Hill,42.35789243,-71.06962757,Apartment,2,1.0,1.0,1.0,98.0
1888,6778788,Renovated Beacon Hill Beauty,42.35870558,-71.06734735,Apartment,2,1.0,1.0,1.0,97.0
1889,2682662,Beacon Hill -Charles Street Studio ,42.3588715,-71.06992198,Apartment,2,1.0,0.0,1.0,93.0
1890,14035936,Beacon Hill 2 bed 2 bath Penthouse,42.35841014,-71.06822839,Condominium,4,2.0,2.0,2.0,100.0
1892,8090623,"Beacon Hill, Guestroom with private bath",42.35757078,-71.07230206,Condominium,2,1.0,1.0,1.0,94.0
1893,13300621,"3-Beacon Hill, MGH,  CableTV, Wifi",42.3585165,-71.07071040000001,Apartment,6,1.0,2.0,3.0,95.0
1895,8614167,Boston apartment with 2 double beds,42.35942834,-71.06985689,Apartment,3,1.0,2.0,2.0,97.0
1897,11120777,"Beacon Hill, Charles St, MGH, Red T",42.35965441,-71.07040995,Apartment,8,1.0,2.0,2.0,96.0
1898,9235198,Charming Beacon Hill Room + Patio,42.36059822,-71.06801531,Apartment,2,1.0,1.0,1.0,93.0
1899,6908672,Charming 2-Bedroom in Beacon Hill,42.35811921,-71.07072938,Apartment,4,1.0,2.0,2.0,97.0
1900,13101775,Brimming With Life in Beacon Hill,42.35830031,-71.07186924,Apartment,3,1.0,1.0,1.0,98.0
1901,5959251,Historic Beacon Hill/BackBay WOW!!!,42.35679758,-71.07309059,Apartment,2,1.0,1.0,2.0,96.0
1903,10857914,Beacon Hill Townhouse,42.36076899,-71.06444906,House,8,3.5,4.0,6.0,98.0
1905,13331733,"2-Beacon Hill w/PRIVATE DECK, MGH",42.35869538,-71.07146293,Apartment,6,1.0,1.0,3.0,100.0
1906,8662258,MGH hideaway in Beacon Hill,42.35850496,-71.06405169,Apartment,2,1.0,1.0,1.0,98.0
1907,7531700,"Temple Street By Maverick, Three",42.36093112,-71.06397603,Apartment,2,1.0,0.0,1.0,80.0
1909,2862120,Beacon Hill Downtown Sofabed in LR,42.36020415,-71.06839984,Apartment,1,1.0,1.0,1.0,95.0
1910,6089196,NEW- Boheme 1bdroom in Beacon Hill!,42.35898071,-71.06664825,Apartment,2,1.0,1.0,1.0,92.0
1911,13658522,Great room in the heart of Beacon Hill,42.35871892,-71.06958859,Apartment,2,1.0,1.0,1.0,93.0
1912,4532603,Heart of Boston - Beacon Hill,42.35957556,-71.06706379,Apartment,4,1.0,1.0,2.0,98.0
1914,6400348,Beacon Hill Luxury - Roof Deck!,42.35674748,-71.07014338,Apartment,2,1.0,1.0,1.0,100.0
1915,1648950,Beautiful 1 Bedroom in Beacon Hill,42.35927928,-71.06923437,Apartment,2,1.0,1.0,1.0,88.0
1916,13788865,Comfortable Studio on the Boston Commons,42.35240941,-71.06484533,Apartment,2,1.0,0.0,1.0,98.0
1917,9857049,Cedars on Beacon Hill One Bedroom,42.35744256,-71.06903191,Apartment,2,1.0,1.0,1.0,97.0
1918,14673441,Beacon Hill Home / Private Guest Room & Bathroom,42.35910842,-71.06622664,Apartment,2,1.0,1.0,1.0,80.0
1919,11906382,Gorgeous new remodel in Beacon Hill 2BR/2BA,42.36103656,-71.06384931,House,3,2.0,2.0,2.0,100.0
1920,5743939,2BR BeaconHill Boston Center by Suffolk/MGH/MIT,42.3601462,-71.06866123,Apartment,6,1.0,2.0,2.0,98.0
1921,3432321,"Large, Sunny Beacon Hill Studio",42.35505875,-71.07073415,Apartment,2,1.0,0.0,1.0,94.0
1922,4546333,"Charles St, Studio Apt, Boston #52",42.35787741,-71.06975349,Apartment,2,1.0,0.0,1.0,90.0
1925,13330146,Beacon Hill  1BR Amazing Views,42.35877797,-71.07011902,Apartment,2,1.0,1.0,1.0,96.0
1926,10379031,"Huge, Stately, Clean, Beacon Hill, Reno, 1bd/1bh",42.36093936,-71.0637953,Apartment,2,1.0,1.0,1.0,100.0
1927,5725804,"Top floor Brownstone, tree-lined st",42.35924866,-71.06555837,Condominium,2,1.0,1.0,1.0,100.0
1928,4644455,Charming Modern 1 Bed,42.35989236,-71.06707166,Apartment,2,1.0,1.0,1.0,100.0
1930,13524454,Private Room in Beacon Hill,42.36060324,-71.06692982,Apartment,1,1.0,1.0,1.0,100.0
1931,7527864,Great Private Room in Beacon Hill,42.36018663,-71.0674905,Apartment,2,1.0,1.0,1.0,94.0
1932,3351728,Beautiful Boston Townhouse Living,42.35713133,-71.07131447,Apartment,7,3.0,5.0,5.0,100.0
1933,6677640,Private Deck Beacon Hill,42.36051978,-71.06401439,Apartment,3,1.0,1.0,2.0,98.0
1935,1827762,1 Bedroom Apt: Downtown/Beacon Hill,42.35883567,-71.06800152,Apartment,2,1.0,1.0,1.0,93.0
1936,7854872,"Temple Street By Maverick, Twelve",42.35934474,-71.06291668,Apartment,2,1.0,0.0,1.0,90.0
1937,10855052,Sunny Beacon Hill Apartment!,42.35761812,-71.06772096,Apartment,3,1.0,1.0,2.0,80.0
1938,13591091,"Charming, upscale Beacon Hill home",42.35993244,-71.06961503,Apartment,2,1.0,1.0,1.0,80.0
1939,4635390,Sunny Beacon Hill Apt by MGH,42.35984259,-71.06903670000001,Apartment,2,1.0,1.0,1.0,89.0
1940,1745339,"Beacon Hill, Steps to Boston Common",42.36033453,-71.06692518,Apartment,2,1.0,0.0,1.0,94.0
1941,7514336,"Temple Street By Maverick, Eleven",42.36087383,-71.06299378,Apartment,2,1.0,0.0,1.0,100.0
1942,7874552,Beacon Hill's Charles St.,42.35822852,-71.0698573,Apartment,2,1.0,1.0,1.0,92.0
1943,3673104,Bright Apartment Near Everything,42.36062563,-71.06945747,Apartment,3,1.0,1.0,2.0,96.0
1944,8450098,"Beacon Hill, the Best of Boston!",42.35779195,-71.07137386,Condominium,4,1.0,1.0,3.0,95.0
1945,6742905,start here&walk all around boston,42.36108738,-71.06531976,Apartment,2,1.0,0.0,2.0,71.0
1946,697078,Spacious 1 bed facing State House,42.35893131,-71.063311,Apartment,3,1.0,1.0,1.0,90.0
1947,9755993,Beacon Hill Studio,42.35936905,-71.0711618,Apartment,2,1.0,0.0,1.0,100.0
1948,3890373,BEACON HILL FABULOUS ONE BEDROOM,42.35858437,-71.06549388,Apartment,4,1.0,1.0,2.0,98.0
1949,3873776,"Large, Sunny Beacon Hill Apartment",42.35725587,-71.07110977,Apartment,4,1.0,3.0,3.0,80.0
1951,13294558,"4-BEACON HILL, MGH, Fin Dist, BEST!",42.36053866,-71.07062362,Apartment,6,1.0,2.0,3.0,92.0
1952,13376457,Beacon Hill Studio across from Public Gardens,42.35648905,-71.07076788,Apartment,2,1.0,0.0,1.0,91.0
1953,12210223,Sunny Beacon Hill Apt w Rooftop,42.36042712,-71.0651511,Apartment,4,1.0,1.0,3.0,88.0
1954,12738816,Charming beacon hill apartment,42.36031592,-71.06937549,Apartment,4,1.0,1.0,1.0,100.0
1955,6776075,Boston's Best Location and View,42.35281062,-71.06528175,Apartment,2,1.0,1.0,1.0,100.0
1956,5709298,Central Boston Beacon Hill 2brm,42.35986626,-71.06720103,Apartment,4,1.0,2.0,2.0,98.0
1957,6445917,Airy Studio Top of Beacon Hill,42.35851402,-71.06647413,Apartment,2,1.0,0.0,1.0,98.0
1958,2776143,"On Beacon Hill: Shaker, Not Stirred",42.36087345,-71.06667207,Apartment,3,1.0,0.0,2.0,80.0
1960,7920759,"Beacon Hill- 2br, 2 bath Personal Home",42.358345899999996,-71.06692804,Condominium,4,2.0,2.0,2.0,100.0
1961,10164810,Prudential/South End 1BR Apt.,42.35655823,-71.07279512,Apartment,4,1.0,1.0,1.0,90.0
1963,11016623,1 Bed: Best Location In The City!,42.35788881,-71.06311027,Apartment,2,1.0,1.0,1.0,100.0
1964,8428052,"Beacon Hill, 1 private bedroom",42.36066017,-71.0667256,Apartment,2,1.0,1.0,1.0,100.0
1965,14374965,Right in the heart of historic Beacon Hill,42.35911504,-71.06592182,Apartment,3,1.0,1.0,2.0,95.0
1966,7527149,Gorgeous Boston Townhouse Apartment,42.35703422,-71.07056203,Townhouse,7,2.5,4.0,5.0,96.0
1968,3069104,Cozy 1BD in Historic Beacon Hill,42.36075067,-71.06293513,Apartment,3,1.0,1.0,1.0,93.0
1969,1529393,BEACON HILL SPACIOUS 2BD/2BA UNIT,42.36026127,-71.06685037,Apartment,2,1.0,1.0,1.0,74.0
1970,7918592,Classic Beacon Hill Apartment,42.35916566,-71.06785397,Apartment,1,0.0,1.0,1.0,95.0
1971,9248612,Charming Beacon Hill Condo + Patio,42.3606918,-71.06979685,Apartment,6,1.0,2.0,2.0,91.0
1972,54944,[1414] Renovated Beacon Hill Studio,42.35682271,-71.07024445,Apartment,2,1.0,1.0,1.0,84.0
1973,7837202,"Temple Street By Maverick, Fifteen",42.36099232,-71.06444346,Apartment,2,1.0,0.0,1.0,100.0
1974,5445126,"Modern, sunny spot in heart of city",42.35691956,-71.07056504,Apartment,2,1.0,1.0,1.0,100.0
1975,2216767,Beautiful 1BD in Beacon Hill,42.35915042,-71.06792989,Apartment,2,1.0,1.0,1.0,96.0
1977,250345,[1344] 1 BR Penthouse w/ Roof Deck,42.35648433,-71.06945208,Apartment,2,1.0,1.0,1.0,89.0
1978,5690424,Huge Beacon Hill House - Roof Deck!,42.35818648,-71.07177429,House,7,2.0,4.0,4.0,88.0
1980,4461613,"Temple Street By Maverick, Thirteen",42.36080933,-71.06419291,Apartment,1,1.0,1.0,1.0,93.0
1981,6410674,Downtown Boston - Beacon Hill - New,42.36007901,-71.06696566,Apartment,1,1.0,1.0,1.0,95.0
1982,6066455,Large 3.5 BR|2 BA Penthouse Duplex,42.36043324,-71.07134301,Apartment,8,2.0,4.0,5.0,99.0
1984,8704161,"2nd floor, 2 story in Beacon Hill",42.36047333,-71.06292946,Apartment,4,2.0,2.0,2.0,100.0
1985,10653150,"QUIET 2 Bedrooms-Beacon Hill Near T, No clean fee",42.35807845,-71.06472919,Condominium,4,1.0,2.0,2.0,85.0
1986,4787359,1BD in Beacon Hill w. Amazing roof,42.36054102,-71.06885722,Apartment,3,1.0,1.0,1.0,90.0
1987,3050565,Room in Beautiful Beacon Hill #14,42.36056405,-71.06531415,Apartment,1,2.0,1.0,1.0,91.0
1988,13306811,Beacon Hill Urban Oasis,42.36013879,-71.064072,Apartment,2,1.0,0.0,1.0,96.0
1989,7553969,Sunny studio in a great location.,42.35946466,-71.07106479999999,Apartment,2,1.0,0.0,1.0,96.0
1990,11701611,"Classic, Quiet Beacon Hill Apt.",42.35656319,-71.06996597,Apartment,2,1.0,1.0,1.0,95.0
1991,7244031,Beacon Hill 3rd Floor 1 BR,42.36002601,-71.06484687,Apartment,3,1.0,1.0,1.0,97.0
1992,4032756,Airy Beacon Hill Flat w City Views,42.36057009,-71.06815774,Apartment,2,1.0,1.0,2.0,96.0
1993,9078998,Studio on Charles St. in Beacon Hil,42.35867253,-71.07007546,Apartment,2,1.0,1.0,1.0,97.0
1994,6326257,Renovated 2BR | 1.5BA on Charles St,42.36110703,-71.07029268,Apartment,5,1.5,2.0,2.0,98.0
1995,3377100,Beacon Hill Townhouse near MGH,42.3566927,-71.07297138,Apartment,2,1.0,1.0,1.0,98.0
1996,11306586,Awesome Location Beacon Hill Studio,42.35876537,-71.06430905,Apartment,2,1.0,0.0,2.0,90.0
1998,7996844,Beacon Hill on Charles (#2),42.35668074,-71.07155808,Apartment,2,1.0,1.0,1.0,90.0
1999,14124430,Brand New Beacon Hill Penthouse!,42.359759600000004,-71.06759513,Apartment,7,1.0,2.0,3.0,100.0
2000,8471852,Awesome North End Studio,42.36077606,-71.06445564,Apartment,1,1.0,1.0,1.0,99.0
2001,12143408,Prime Beacon Hill 1BR Condo,42.35767007,-71.06902611,Apartment,2,1.0,1.0,1.0,100.0
2002,8782592,Spacious 2 Bd Escape in Beacon Hill,42.35897242,-71.06944362,Apartment,4,2.0,2.0,2.0,94.0
2003,10470115,Historic Beacon Hill 1BRw/Roof Deck,42.35909773,-71.07124754,Apartment,3,1.0,1.0,1.0,93.0
2004,7635616,"Temple Street By Maverick, Nine",42.3596006,-71.06390774,Apartment,2,1.0,0.0,1.0,100.0
2005,1886037,Beautiful Penthouse in Beacon Hill,42.36056065,-71.07140572,Apartment,4,1.5,2.0,2.0,100.0
2006,11343485,Beacon Hill Gem! Spacious One Bedroom,42.36077623,-71.06492874,Apartment,3,1.0,1.0,2.0,86.0
2007,8537786,Beacon Hill Room Available,42.36035143,-71.06727344,Townhouse,1,2.0,1.0,1.0,64.0
