,listing_id,name,latitude,longitude,property_type,accommodates,bathrooms,bedrooms,beds,review_scores_rating,City
1909,4121334,Dog-friendly 2BR townhome w/ patio!,47.56401857889343,-122.38885558598378,House,4,1.5,2.0,2.0,98.0,Seattle
1910,598023,West Seattle Home near Junction,47.562801177768314,-122.3870543160037,House,1,1.0,1.0,1.0,98.0,Seattle
1911,6958603,Rooftop Room with a View !,47.63972335767088,-122.3764220776374,House,2,1.0,1.0,1.0,96.0,Seattle
1912,7390195,Magnolia Living with a View!,47.6357729368541,-122.38861928749252,Apartment,2,1.0,1.0,1.0,100.0,Seattle
1913,4271174,Magnolia Midcentury Private Den,47.6370797091929,-122.38617913336945,House,2,1.0,1.0,1.0,97.0,Seattle
1914,3237501,Private room in Magnolia,47.635023277993355,-122.3896954585665,House,1,2.5,1.0,1.0,100.0,Seattle
1915,6438013,Seattle Modern Loft,47.63288520520258,-122.37716974022369,Loft,2,1.0,1.0,1.0,93.0,Seattle
1917,2134911,The Studio at Mibbett Hollow - Boat,47.66118596650386,-122.38534417643892,Boat,1,1.0,1.0,1.0,92.0,Seattle
1918,5002964,10 Minutes from Downtown Seattle,47.65006231949153,-122.37738430765093,Apartment,2,1.0,1.0,1.0,80.0,Seattle
1919,6780615,Modern Oasis in Magnolia,47.639200283225534,-122.38661556538368,Apartment,4,1.0,1.0,1.0,97.0,Seattle
1920,2586642,Charming modern 2 bdm getaway ,47.64236194980898,-122.3775093333712,House,4,1.0,2.0,2.0,89.0,Seattle
1922,1815472,Studio Apartment Pioneer Square 201,47.59577199931983,-122.32731604506915,Apartment,2,1.0,1.0,1.0,89.0,Seattle
1925,2919571,"Amazing Modern Loft, Great View",47.577589643757804,-122.31956561639572,Loft,4,1.0,2.0,3.0,90.0,Seattle
1926,1484651,Suite at the Little Red Day Spa,47.57668747621031,-122.32192824617049,Other,4,2.5,1.0,2.0,93.0,Seattle
1927,6327506,Seattle Studio-Private Kitchen&Bath,47.554272310523004,-122.31264866734779,Townhouse,2,1.0,1.0,1.0,99.0,Seattle
1928,3544964,"Charming Sunset Room, Queen Bed",47.54296367283013,-122.28904717526986,House,2,1.0,1.0,1.0,94.0,Seattle
1929,7763298,"Master suite, 2 queen size beds 可中文",47.54482778227728,-122.29962707733836,House,4,1.0,1.0,2.0,97.0,Seattle
1930,5873892,Beacon hill clean bedroom(可讲中文),47.54443757841156,-122.30120029634963,House,2,1.0,1.0,1.0,89.0,Seattle
1931,41401,Home Away From Home - MIL Suite    ,47.560348976779316,-122.31402319056404,House,4,1.0,1.0,2.0,96.0,Seattle
1932,6646985,Room C  Warm & Quite Single Bedroom,47.56082164187593,-122.29563724620552,House,1,2.0,1.0,1.0,93.0,Seattle
1933,3582883,Room A  Easiest Commute in town,47.56076941740052,-122.29431480136977,House,2,2.0,1.0,1.0,91.0,Seattle
1934,6939472,Room D Quite Single Bed Room,47.561087487311724,-122.2961610967124,House,1,2.0,1.0,1.0,93.0,Seattle
1935,4518037,Cozy Room w/ Easy Ride to Downtown.,47.5520095188362,-122.30586891883353,House,1,1.0,1.0,1.0,94.0,Seattle
1936,3951768,"Private, Spacious, Studio",47.557275103000755,-122.31334530306137,House,2,1.0,1.0,1.0,89.0,Seattle
1937,7007598,Beacon Hill home fit for a family,47.55421556294127,-122.3086033571002,House,6,2.5,3.0,3.0,92.0,Seattle
1938,7800238,Private stand alone garden cottage,47.557082164285774,-122.30920296667824,Cabin,2,1.0,1.0,1.0,99.0,Seattle
1939,4581256,Beacon hill small bedroom (中文),47.54454406675028,-122.30138707021055,House,1,1.0,1.0,1.0,89.0,Seattle
1940,4163851,Georgetown Townhouse,47.553680546513284,-122.31780503212192,House,3,2.5,2.0,2.0,93.0,Seattle
1941,479653,Seattle Sleepy on North Beacon Hill,47.55560303856331,-122.30085453799316,House,10,2.0,4.0,7.0,93.0,Seattle
1942,6647442,Room B  Lovely Queen Size Bedroom,47.55920111525744,-122.29447913891735,House,2,2.0,1.0,1.0,93.0,Seattle
1943,7247518,Modern Home in Beacon Hill,47.555516197423536,-122.30332317085863,House,2,1.0,1.0,1.0,95.0,Seattle
1944,6831239,Single bedroom (queen size bed) 可中文,47.54299140336098,-122.29964812031211,House,1,1.0,1.0,1.0,91.0,Seattle
1945,108765,Beacon Hill Cottage in the City,47.552566318751964,-122.3043496442723,Cabin,2,1.0,1.0,1.0,99.0,Seattle
1946,8174943,Beacon Hill bedroom plus courtyard,47.54382833779015,-122.30276478403084,House,2,1.0,1.0,1.0,100.0,Seattle
1947,6360895,"Cozy Georgetown spot, sleeps 6!",47.55401819763596,-122.31755339608047,Apartment,6,1.0,3.0,3.0,97.0,Seattle
1948,6363765,Seattle House - Location & Privacy,47.561375761486865,-122.31741051258558,House,6,1.0,2.0,3.0,88.0,Seattle
1949,6183330,Unique Seattle Log Cabin Home,47.56583405796639,-122.31492338890787,Cabin,4,1.0,1.0,2.0,95.0,Seattle
1950,2612025,Cute Home w/ Easy Ride to Downtown,47.55219473065589,-122.30517740831007,House,2,1.0,1.0,2.0,91.0,Seattle
1951,7630155,Private Master Suite/Own Entrance,47.54986937658492,-122.29254923455923,House,2,1.0,1.0,1.0,100.0,Seattle
1953,6105021,SEATTLE LOFT STUDIO,47.54762602613064,-122.30413371806502,Loft,2,1.0,0.0,1.0,98.0,Seattle
1955,6626493,Private Beacon Hill Studio w/Bath,47.547123593874424,-122.30139463979195,House,2,1.0,1.0,1.0,97.0,Seattle
1956,573942,Georgetown lovely vintage sunny,47.549456111451605,-122.31657741596342,Other,2,3.0,1.0,1.0,95.0,Seattle
1959,9564093,3 2 1 Contact House,47.53280313798705,-122.28915035933059,House,2,1.0,1.0,1.0,87.0,Seattle
1960,1652107,Prime Seattle Craftsman Home - 3Bed,47.52566156471516,-122.28115550459421,House,8,1.0,3.0,3.0,92.0,Seattle
1962,942490,"Vibrant, Friendly Neighborhood Home",47.689317739514095,-122.36513551796608,House,5,1.0,1.0,2.0,86.0,Seattle
1963,8653722,Greenwood Garden Studio,47.69820987218864,-122.36171942587809,House,2,1.0,0.0,1.0,96.0,Seattle
1964,7562591,Beautiful Updated Greenwood home,47.69444400372631,-122.34659410569202,House,6,2.0,3.0,4.0,100.0,Seattle
1966,823989,The Whitman Ave Suites,47.704848490043105,-122.3448873954637,Apartment,6,1.0,2.0,3.0,92.0,Seattle
1967,7596934,PHINNEY BUNGALOW,47.686443235757025,-122.35004730895551,Bungalow,2,1.0,0.0,1.0,95.0,Seattle
1968,6832592,Clean and comfy 2+1/2 bedroom Home,47.68438656609459,-122.36086979269469,Apartment,6,1.0,2.0,3.0,95.0,Seattle
1969,3922853,Urban homestead close to everything,47.69457430757432,-122.35795935350927,House,4,1.0,2.0,2.0,99.0,Seattle
1972,9075558,Private Bedroom in a Modern House,47.70048323654476,-122.34656223149315,House,2,1.0,1.0,1.0,57.0,Seattle
1974,6660186,Quiet apt near Greenlake & downtown,47.689268637808965,-122.35414043748622,House,2,1.5,1.0,1.0,95.0,Seattle
1976,3916050,Cozy twin bed in a private room.,47.694307642528116,-122.34673550930927,House,1,1.0,1.0,1.0,86.0,Seattle
1977,2187906,Room on main floor with bathroom,47.69461915650809,-122.36063570209886,House,2,0.5,1.0,1.0,93.0,Seattle
1978,9091301,Private suite in Greenwood house,47.69684140871068,-122.349080474568,House,2,1.0,1.0,1.0,87.0,Seattle
1980,7382368,Private room in Seattle House,47.69490400157653,-122.36106279761492,House,2,1.0,1.0,1.0,100.0,Seattle
1981,5278993,The Greenwood Perch,47.69239391344844,-122.35325289784844,Apartment,2,1.0,1.0,1.0,100.0,Seattle
1984,7064681,Tent Crash Pad,47.693145745394474,-122.36225882928758,Tent,2,1.0,1.0,2.0,90.0,Seattle
1985,1935439,Sunny Private Room by Carkeek Park,47.70329901188529,-122.36073241526356,House,2,2.0,1.0,1.0,80.0,Seattle
1986,5931372,North Seattle Home,47.704281863582494,-122.34621809778736,House,6,1.5,2.0,3.0,80.0,Seattle
1987,1984692,Sunny Greenlake home with a view,47.68638396873183,-122.34510622901337,House,5,2.0,2.0,2.0,100.0,Seattle
1988,4360604,Urban homestead room for 1 or 2,47.69400198698333,-122.35995318770064,House,2,1.0,1.0,2.0,95.0,Seattle
1990,7151107,Delightful Updated Craftsman,47.68396502676616,-122.35792529073177,House,6,3.5,3.0,3.0,100.0,Seattle
1991,7935437,Home within a Home,47.69874400289459,-122.34834691812344,House,5,1.0,1.0,2.0,100.0,Seattle
1992,6364753,Fun Loft Style Home,47.691250462217,-122.36117756769093,House,4,1.5,2.0,2.0,100.0,Seattle
1994,6166307,"Modern, Green, Sleek and Thoughtful",47.69251163716577,-122.36466227640007,Apartment,3,1.0,1.0,2.0,97.0,Seattle
1996,6411259,Private Suite w/ Separate Entrance,47.68554794933068,-122.35142135168142,House,2,1.0,1.0,1.0,94.0,Seattle
1997,670262,The Tango Room w/ Private Bathroom,47.689420143784425,-122.36274234830601,House,1,1.0,1.0,1.0,100.0,Seattle
1999,6926511,Renovated Charmer Near Green Lake,47.68660330330381,-122.34854132211727,House,6,2.0,2.0,2.0,100.0,Seattle
2000,9908591,Greenwood Getaway,47.694745754089745,-122.35807424734341,Apartment,4,1.0,1.0,1.0,100.0,Seattle
2001,5640722,"A Touch of Europe, I Welcome You!!",47.69722466884666,-122.34876156918638,House,2,1.0,1.0,1.0,99.0,Seattle
2002,6701018,Seattle Pet/Family Friendly Living,47.704788928778974,-122.34640195030182,Apartment,4,1.0,1.0,1.0,84.0,Seattle
2003,3653575,Spacious private bedroom and bath,47.69393723463818,-122.36307052982342,House,4,1.0,1.0,1.0,97.0,Seattle
2004,7647221,Greenwood Condo,47.70176565247275,-122.35443535095185,Condominium,5,2.0,2.0,2.0,93.0,Seattle
2005,3637180,Room in Cute Craftsman Style House,47.68635058076888,-122.3531560632958,House,2,1.0,1.0,1.0,95.0,Seattle
2006,6215199,"Bright, quiet house w/ city access",47.6986213639699,-122.34633612556948,House,6,2.0,3.0,4.0,91.0,Seattle
2007,714043,Greenlake Sky Loft,47.68796586734098,-122.35005573597373,Apartment,3,1.0,1.0,1.0,96.0,Seattle
2008,3890990,Walkable 2 bedroom in Greenwood  ,47.699809287151744,-122.35551847109251,House,7,1.0,2.0,4.0,91.0,Seattle
2009,4038347,Queen size bed in a private room,47.695746427644565,-122.34594515890909,House,1,1.0,1.0,1.0,83.0,Seattle
2010,523883,Private N Seattle Garden Getaway,47.696674234682035,-122.35851227157892,House,2,1.0,1.0,1.0,93.0,Seattle
2011,4111954,Spacious Apartment in Phinney Ridge,47.68471103285552,-122.3544242919029,Apartment,2,1.0,1.0,1.0,95.0,Seattle
2012,4693488,Green Lake/Phinney/Greenwood Nugget,47.68400393754029,-122.3538867892085,Apartment,2,1.0,1.0,1.0,98.0,Seattle
2013,5127136,"Hip, Walkable Townhome in Seattle",47.691372600278356,-122.36404939345935,Townhouse,8,1.5,3.0,4.0,98.0,Seattle
2014,7674720,Private room in convenient condo,47.70394624565899,-122.3575705949856,Condominium,2,1.0,1.0,1.0,100.0,Seattle
2015,8028801,"Greenwood Go-To, private Bed/Bath",47.69177391621422,-122.36567515823792,Apartment,2,1.0,1.0,1.0,94.0,Seattle
2017,178844,Greenwood Mother in Law Apartment,47.697961369162286,-122.34900702762216,House,3,1.0,1.0,2.0,100.0,Seattle
2018,8034871,Comfy Private Mother-in-Law,47.700481024903794,-122.35089205892858,Apartment,2,1.0,1.0,1.0,100.0,Seattle
2019,3208330,"Charming, Bright, Great Location.",47.68449844267361,-122.36538315116282,House,2,2.0,1.0,1.0,96.0,Seattle
2021,4863533,Artists' off Greenwood 2 Bedroom,47.6907273724811,-122.35330530832056,Apartment,5,1.0,2.0,6.0,90.0,Seattle
2022,4360485,Urban homestead room for 2 (queen),47.692747861067375,-122.35975682326522,House,2,1.0,1.0,1.0,96.0,Seattle
2023,8194286,Cute Midcentury Greenwood Abode,47.6969263355011,-122.3524645842921,House,4,1.0,2.0,1.0,100.0,Seattle
2024,5524847,Modern Greenwood 2 Bedroom,47.69576778601286,-122.3482072688588,Apartment,5,1.0,2.0,3.0,91.0,Seattle
2026,8483744,Charming Greenwood Cottage,47.69057411286982,-122.35162809205309,House,4,1.0,1.0,2.0,80.0,Seattle
2027,609421,Sans souci in Seattle,47.6965616389188,-122.36275074363151,House,4,1.0,1.0,3.0,90.0,Seattle
2028,3543247,Spa retreat in vibrant Greenwood,47.69585301696276,-122.35935622173237,House,4,1.0,1.0,3.0,100.0,Seattle
2029,4567243,Beautiful Affordable Holiday Rental,47.692503641215595,-122.35216340579805,House,4,1.0,1.0,2.0,100.0,Seattle
2030,749758,3 Bdrm Pet Friendly Greenwood Home,47.694308162959274,-122.35068463853365,House,5,1.0,3.0,3.0,85.0,Seattle
2031,4854767,Cozy & Colorful 2BR in artsy area,47.69584005470615,-122.35667175232031,House,3,1.0,2.0,2.0,93.0,Seattle
2033,5014835,Beautiful Seattle Home ,47.684122838804505,-122.34702569277437,House,5,2.0,4.0,3.0,100.0,Seattle
2034,421168,Greenwood Studio,47.69921614825643,-122.3507160207942,Other,2,1.0,1.0,1.0,96.0,Seattle
2035,58503,Spacious Private Daylight Basement,47.68752703769805,-122.35608108151442,House,4,1.0,2.0,3.0,94.0,Seattle
2036,7881802,4BD/3BA Cottage House in Greenwood,47.68765780516935,-122.3575246427434,House,10,3.0,4.0,5.0,85.0,Seattle
2039,370361,Private Guest Studio- Phinney Ridge,47.68348314871843,-122.35705388667769,House,2,1.0,1.0,1.0,98.0,Seattle
2041,3535171,"Comfortable, quiet room in house ",47.687965881737355,-122.35290494977848,House,2,1.0,1.0,1.0,95.0,Seattle
2042,2037250,Bedroom with Private Spa-like Bath,47.68464908459315,-122.35771619873259,House,2,1.0,1.0,1.0,97.0,Seattle
2043,2605975,Cozy modern home in Greenlake,47.68940563322307,-122.3481264723316,House,1,1.0,1.0,1.0,89.0,Seattle
2044,4825472,Room in Vintage Whittier Heights,47.685269161035244,-122.36550350340299,House,2,1.0,1.0,1.0,89.0,Seattle
2045,5500398,Cozy Room w Private Bathroom+Garden,47.69971929123486,-122.3450886454843,House,2,1.0,1.0,1.0,94.0,Seattle
2046,587584,The Bridge to Phinney Ridge,47.687782142393615,-122.34859609133233,House,4,1.0,2.0,2.0,100.0,Seattle
2047,1220816,TOP Neighborhood~Super clean COZY,47.68554620930996,-122.3632620161459,House,7,1.0,2.0,3.0,90.0,Seattle
2050,3793790,The Blossom Room with Queen Bed,47.541755913224414,-122.28928912722868,House,2,1.0,1.0,1.0,97.0,Seattle
2051,9013210,Cozy room in a beautiful home,47.54290734285079,-122.29668315361708,House,2,1.5,1.0,1.0,100.0,Seattle
2053,23356,3bd 2bt great bargain  sleep 6-10,47.53427640288442,-122.28160623445036,House,10,2.0,3.0,3.0,83.0,Seattle
2054,6425537,Modern Studio Apartment,47.53699589085733,-122.28130785941309,Apartment,2,1.0,0.0,1.0,88.0,Seattle
2056,8634897,3 level brace point view home,47.51501214147967,-122.39555060802635,House,6,2.5,3.0,3.0,100.0,Seattle
2057,3604931,"Modern Luxury, Puget Sound Views",47.520394010718796,-122.38928531511608,House,9,4.0,5.0,5.0,100.0,Seattle
2058,6937492,Cozy Home with Amazing View,47.518624091005094,-122.38637040342873,House,4,1.5,2.0,3.0,91.0,Seattle
2059,1048798,West Seattle Home w/Dazzling View,47.52678914038067,-122.38346175078756,House,4,2.0,1.0,2.0,99.0,Seattle
2060,613020,Fabulous view and Great location,47.51855218700446,-122.3911882027383,House,2,1.0,1.0,2.0,97.0,Seattle
2062,6215943,Beachy Fauntleroy View Craftsman,47.518390765004455,-122.38848936562582,House,7,1.5,3.0,4.0,90.0,Seattle
2063,4069543,West Seattle - Private Family Suite,47.53212815525277,-122.39078463446242,House,5,1.5,1.0,2.0,98.0,Seattle
2064,3986788,Spacious Private Suite,47.525475734334485,-122.38854780598548,Apartment,2,1.0,1.0,1.0,90.0,Seattle
2065,3968416,Enjoy West Seattle with Lovely View,47.52480878739996,-122.38722402276122,House,2,1.0,1.0,1.0,100.0,Seattle
2066,1806899,Adorable Convenient Room!,47.58468275254588,-122.31157203915072,House,2,1.5,1.0,1.0,96.0,Seattle
2067,6168769,Private entry one bedroom retreat,47.579824856299325,-122.3068797604694,House,2,1.0,1.0,1.0,100.0,Seattle
2068,8187592,Modern townhouse- Beacon Hill,47.5859417720306,-122.31404610755312,Townhouse,4,2.5,2.0,2.0,100.0,Seattle
2069,1925661,Cozy 1BD w/bath; parking included,47.577794696487395,-122.30258130174605,House,2,1.0,1.0,1.0,96.0,Seattle
2070,4760968,Mtn Views 3 blocks from light rail,47.57878466258972,-122.30795585640976,House,2,1.0,1.0,1.0,98.0,Seattle
2071,3953365,N Beacon Hill Guestroom w/ Parking,47.577472352894105,-122.30308037965868,House,1,1.0,1.0,1.0,96.0,Seattle
2072,4909327,Ultra-Modern Hypoallergenic Retreat,47.58623232467181,-122.3148062304022,House,2,1.5,1.0,1.0,97.0,Seattle
2073,7828509,"Charming Private Room, Light Rail",47.57902012729861,-122.31574319893629,Apartment,1,1.0,1.0,1.0,100.0,Seattle
2075,1323634,Queen Bd w/Private Bath Near Dwntwn,47.5756677245451,-122.30331694123487,House,3,2.0,1.0,2.0,100.0,Seattle
2076,571640,Sleeps 3 Comfy Near Downtown SEA,47.57618629337753,-122.30386721433008,House,3,1.0,1.0,2.0,90.0,Seattle
2077,613151,2BdRm 1Bath Shared Near Dwntwn SEA,47.57608514622383,-122.30402714524742,House,6,1.0,1.0,4.0,87.0,Seattle
2078,278192,1 BdRm BunkBed for 3 Near Downtown,47.57741482471651,-122.30229960761706,House,3,1.0,1.0,3.0,95.0,Seattle
2079,571651,Queen Size Bed Near Downtown SEA,47.57778726052835,-122.30279079623531,House,2,1.0,1.0,1.0,86.0,Seattle
2080,7883181,Quiet Sunlight and Sleeping Cacti,47.58145636490471,-122.31537895186148,House,1,1.0,1.0,1.0,90.0,Seattle
2081,7718139,Abba's Urban Seattle Tent #Glamping,47.577387829770615,-122.30436136707695,Tent,4,0.5,1.0,2.0,100.0,Seattle
2083,4668327,Adorable House - Very Convenient,47.578412585057,-122.31579403162596,House,2,1.5,1.0,1.0,91.0,Seattle
2084,7636185,Cozy private cottage by light rail,47.572876156504535,-122.30987722082004,House,3,1.0,0.0,1.0,98.0,Seattle
2085,6421243,Petite 1 Bdrm Apt in N. Beacon Hill,47.57274894275661,-122.30743249674757,Apartment,2,1.0,1.0,1.0,86.0,Seattle
2086,5580773,Bright 2B Apartment on Beacon Hill,47.58016983386594,-122.31172788815635,Apartment,3,1.0,2.0,2.0,91.0,Seattle
2087,8737284,Cozy apt. w/ spacious balcony,47.58777721365418,-122.31692014946668,Apartment,3,1.0,1.0,2.0,93.0,Seattle
2088,958475,Central Private Two Bedroom Home ,47.58558082111753,-122.31195579494616,Apartment,6,1.0,2.0,2.0,97.0,Seattle
2089,8605841,Huge 1br with Park Views,47.57181223893098,-122.30818137636308,Apartment,4,1.0,1.0,1.0,70.0,Seattle
2090,7500728,Adorable garden cottage,47.575439055502656,-122.30757135721352,Bungalow,2,1.0,0.0,1.0,94.0,Seattle
2091,606297,5 Bed 3Bath House Near Downtown SEA,47.577560782253094,-122.30428066418017,House,14,3.0,5.0,9.0,87.0,Seattle
2093,7096107,Ole's Urban Seattle Tent #Glamping,47.57896005046971,-122.30432115014952,Tent,2,0.5,1.0,1.0,92.0,Seattle
2097,611500,3Bed 2Bath w/ Deck Near Dwntwn SEA,47.57727069591886,-122.30185709286152,House,8,2.0,3.0,5.0,86.0,Seattle
2098,264829,2bed Rm Inner City Suite Near Dwtn,47.575290972156935,-122.30204873393407,House,7,1.0,2.0,4.0,89.0,Seattle
2099,1856851,Private bathroom & entrance,47.58946164877133,-122.31099392133815,House,2,1.5,1.0,1.0,95.0,Seattle
2101,392140,Fantastic View! Close to Light Rail,47.585130274413316,-122.31526144655828,House,2,1.0,1.0,1.0,97.0,Seattle
2102,3139972,Red Bed in a Green Room,47.5718625553106,-122.30666680304267,House,1,1.0,1.0,1.0,94.0,Seattle
2103,10020221,Bright Suite in Cute and Close Area,47.57706217874174,-122.30888762226849,House,2,1.0,1.0,1.0,100.0,Seattle
2104,8759443,Comfy futon and couch w/ balcony,47.58852065693014,-122.31821875106144,Apartment,2,1.0,1.0,2.0,100.0,Seattle
2105,6317449,Cozy Private Room on N. Beacon Hill,47.57958270715148,-122.30983247940922,Apartment,1,1.0,1.0,1.0,100.0,Seattle
2106,6416765,Modern Townhome + Great Location,47.5846707019761,-122.31464507617191,Apartment,6,2.0,2.0,2.0,87.0,Seattle
2107,5056580,Soaring Crane Luxury Garden Retreat,47.58430063748111,-122.3117624747522,House,2,1.0,1.0,1.0,100.0,Seattle
2108,6793490,PRIVATE LITTLE BEACONHILL HOUSE,47.584191332141295,-122.31165221722586,House,3,1.0,1.0,1.0,95.0,Seattle
2109,2069917,1 Bdrm N. Beacon Hill Apt-East Unit,47.57272108512214,-122.30734743890595,Apartment,3,1.0,1.0,1.0,91.0,Seattle
2110,3258585,North Beacon Hill house,47.590435306068656,-122.30871002040907,House,2,1.0,1.0,1.0,97.0,Seattle
2111,815017,Small Room with a Big Eastern View,47.57181252485698,-122.30538116916806,House,2,1.0,1.0,1.0,94.0,Seattle
2112,6610942,Large suite with separate entrance!,47.57620417009346,-122.30672844165814,House,2,1.0,1.0,1.0,94.0,Seattle
2113,5365612,Bedroom in Modern townhouse,47.58345052931265,-122.31647308056287,Townhouse,2,1.0,1.0,1.0,100.0,Seattle
2114,1556170,1 Bdrm N. Beacon Hill Apt-West Unit,47.571693682872926,-122.30950811995764,Apartment,3,1.0,1.0,1.0,91.0,Seattle
2115,2486612,"Quiet Second Floor ""Zen"" Apartment",47.573142635845954,-122.31054790505442,Apartment,5,1.0,1.0,4.0,91.0,Seattle
2117,6872650,La Guarida!..sanctuary/peace/fun,47.57418491989289,-122.29938508586193,Apartment,3,1.0,1.0,1.0,98.0,Seattle
2118,7634011,Near Downtown and private home feel,47.58832270226946,-122.31119215650892,House,6,1.0,3.0,3.0,82.0,Seattle
2119,1898511,Cozy room in North Beacon Hill,47.5887531232591,-122.31107617222992,House,1,1.5,1.0,1.0,95.0,Seattle
2120,8067053,Beacon Hill Private Room,47.57248931678653,-122.31116544920825,House,2,1.0,1.0,1.0,80.0,Seattle
2121,1872885,Cozy Town Home with Room to Share,47.59214117691236,-122.3193539694788,House,1,2.5,1.0,2.0,100.0,Seattle
2122,6561379,Beacon Hill 2br with Park Views,47.57176768887868,-122.30831838055047,House,5,1.0,2.0,2.0,99.0,Seattle
2123,265901,Great 1 Queen Bed Near Downtown SEA,47.576251949114045,-122.30367586066464,House,2,1.0,1.0,1.0,98.0,Seattle
2124,392779,2/1 Plush Modern Hilltop Retreat,47.57576948048579,-122.31636208846805,Apartment,4,1.0,2.0,2.0,98.0,Seattle
2125,202174,"Modern Retreat, High End Amenities",47.59566143433549,-122.3180159570667,House,4,2.0,1.0,1.0,96.0,Seattle
2126,7853358,Cozy N. Beacon Hill 2 Bdrm Home,47.58009265261841,-122.30485638264813,House,4,1.0,2.0,3.0,98.0,Seattle
2127,2197168,Delightful Cottage near Light Rail,47.58002068354933,-122.30686388265451,House,4,1.0,2.0,2.0,99.0,Seattle
2129,5593399,Parkside Condo,47.59188627385039,-122.31822255275051,Apartment,3,1.0,1.0,2.0,91.0,Seattle
2130,366301,Paint by Number Paradise,47.57130286192215,-122.30967375479631,Apartment,3,1.0,1.0,1.0,91.0,Seattle
2131,6644628,Convenient N. Beacon Hill Townhome,47.58313182674254,-122.31470996634302,Townhouse,2,1.5,1.0,1.0,96.0,Seattle
2132,3593582,2 BR 2.25 Bath Townhome ,47.58880186420391,-122.31525572279837,House,5,2.5,2.0,2.0,80.0,Seattle
2133,6716620,Sven's Urban Seattle Tent #Glamping,47.577430660166605,-122.30569454025795,Tent,2,0.5,1.0,1.0,96.0,Seattle
2134,6796066,Make a home amongst the succulents,47.583600712058285,-122.31398268169708,House,1,1.0,1.0,1.0,98.0,Seattle
2135,3977450,N Beacon Hill Zen Room w/ Parking,47.575829919508074,-122.30348448318895,House,1,1.0,1.0,1.0,94.0,Seattle
2136,793629,Cheery Seattle House with View,47.5790673206775,-122.31538810858395,House,2,1.0,1.0,1.0,95.0,Seattle
2138,5705161,Best Seattle Views! Private Suite! ,47.59177919297077,-122.31846221975636,Apartment,3,1.0,1.0,2.0,96.0,Seattle
2140,5364119,Peaceful Basement Bungalow,47.57281997749713,-122.30746179368249,House,2,1.0,1.0,1.0,100.0,Seattle
2141,6211882,Queen bed with private bathroom,47.586460533203315,-122.3150497915222,Apartment,2,1.0,1.0,1.0,97.0,Seattle
2142,4374326,N Beacon Hill Rec Room w/ Parking,47.57660540646618,-122.30193413525944,House,1,1.0,1.0,1.0,95.0,Seattle
2143,7887651,Private suite with a view rooftop,47.58786143718458,-122.31397531810907,Townhouse,2,1.0,1.0,1.0,100.0,Seattle
2144,9013441,Apartment w/full kitchen and bath,47.581230445829284,-122.31045183422691,Apartment,2,1.0,1.0,1.0,100.0,Seattle
2145,7362757,Via Calvi Due,47.545532225024935,-122.27222801311774,House,4,1.0,1.0,3.0,97.0,Seattle
2147,4639040,Great Value!! The Bunny Room!!,47.545387392261496,-122.27302334700347,Bed & Breakfast,1,1.0,1.0,1.0,98.0,Seattle
2148,2586350,Seattle Home Close to Light Rail,47.538986249632686,-122.27799126505847,House,5,1.0,1.0,2.0,94.0,Seattle
2149,6482409,Seattle Tiny House Near Light Rail,47.540485141814315,-122.27529416245036,House,3,0.5,0.0,2.0,97.0,Seattle
2151,8409975,The Carousel Room w/Breakfast,47.545156162482726,-122.26994043189569,House,2,1.0,1.0,1.0,93.0,Seattle
2152,8409926,The Family Room w/ Private Bathroom,47.545520398498724,-122.26988586166964,House,3,1.0,1.0,2.0,92.0,Seattle
2153,6107518,Lightrail to airport/downtown,47.544388443705216,-122.28312373417481,House,2,1.0,1.0,1.0,97.0,Seattle
2154,9797000,"Lightrail, ethnic eateries, parks!",47.53649713277183,-122.2746604356086,Apartment,4,1.0,1.0,2.0,90.0,Seattle
2155,5242148,Modern Rustic Home,47.53678301138112,-122.26829463081414,House,12,3.0,4.0,6.0,98.0,Seattle
2156,3372535,Amazing  Value! The Serene Room!!,47.54561306038226,-122.27257340203307,Bed & Breakfast,2,1.0,1.0,1.0,96.0,Seattle
2157,995443,Columbia City Studio Apartment,47.54517278894307,-122.27013557453863,Apartment,2,1.0,1.0,1.0,96.0,Seattle
2158,3279728,Stylish West Seattle 3BD  ,47.51750416148741,-122.36468355577983,House,5,2.5,3.0,3.0,89.0,Seattle
2159,8446766,Beautiful West Seattle Getaway,47.51976930106483,-122.35976233776859,House,3,1.0,1.0,1.0,100.0,Seattle
2161,5852034, Maiden Mansion - Tiny House ,47.52553001428419,-122.3577343324363,Bed & Breakfast,4,1.0,1.0,2.0,97.0,Seattle
2162,1851837,Awesome cozy One Bedroom Apartment,47.52793652313043,-122.36367436749133,House,3,1.0,1.0,1.0,96.0,Seattle
2163,7324041,Stylish studio in West Seattle,47.51944885790322,-122.36249938798491,House,4,1.0,0.0,1.0,98.0,Seattle
2164,4105081,Private Bedroom in W. Seattle Home,47.51769741829904,-122.36529944659635,House,2,1.0,1.0,1.0,90.0,Seattle
2166,5682,"Cozy Studio, min. to downtown -WiFi",47.52397950434662,-122.35989059909595,Apartment,2,1.0,1.0,1.0,96.0,Seattle
2167,2737012,"Cozy, Garden Studio in West Seattle",47.530784950591055,-122.35545802391245,House,2,1.0,1.0,1.0,96.0,Seattle
2168,8743202,Urban Retreat in West Seattle,47.53314855465071,-122.36550602948142,Townhouse,2,1.0,1.0,1.0,100.0,Seattle
